review_id,product_category,product_name,review_text,star_rating,review_date,verified_purchase,text_for_topics,text_for_sentiment,extractive_summary,abstractive_summary
3005,Bedroom Furniture,VelvetTouch Duvet Cover,Terrible quality. My VelvetTouch Duvet Cover broke after just 2 weeks of normal use!!!,2,2024-06-21,True,terrible quality velvettouch duvet cover break 2 week normal use,terrible quality . my velvettouch duvet cover broke after just 2 weeks of normal use ! ! !,My VelvetTouch Duvet Cover broke after just 2 weeks of normal use!!!,Terrible quality. My VelvetTouch Duvet Cover broke after just 2 weeks of normal use!!!
3006,Living Room,SmartTV 55in 4K UHD,"<p>Five stars. The SmartTV 55in 4K UHD is well built, easy to set up, and my whole family loves it.</p>",4,2023-06-12,False,star smarttv 55 4k uhd build easy set family love,"five stars . the smarttv 55 in 4k uhd is well built , easy to set up , and my whole family loves it .","The SmartTV 55in 4K UHD is well built, easy to set up, and my whole family loves it.</p>","<p>Five stars. The SmartTV 55in 4K UHD is well built, easy to set up, and my whole family loves it.</p>"
3007,Bedroom Furniture,VelvetTouch Duvet Cover,I was skeptical at first but the VelvetTouch Duvet Cover is genuinely impressive. Fast delivery too.,5,2023-01-04,False,skeptical velvettouch duvet cover genuinely impressive fast delivery,i was skeptical at first but the velvettouch duvet cover is genuinely impressive . fast delivery too .,I was skeptical at first but the VelvetTouch Duvet Cover is genuinely impressive.,I was skeptical at first but the VelvetTouch Duvet Cover is genuinely impressive. Fast delivery too.
3008,Living Room,SoundBar X200 Bluetooth,"THE SOUNDBAR X200 BLUETOOTH LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS. AWFUL.",2,2023-02-22,False,soundbar x200 bluetooth leak smell like burn plastic manual useless awful,"the soundbar x200 bluetooth leaks , smells like burnt plastic , and the manual is useless . awful .","THE SOUNDBAR X200 BLUETOOTH LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS.","THE SOUNDBAR X200 BLUETOOTH LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS. AWFUL."
3009,Bedroom Furniture,DreamRest Memory Foam Mattress,The DreamRest Memory Foam Mattress is okay. Does what it says but nothing special. Average quality.,4,2023-03-18,True,dreamr memory foam mattress okay say special average quality,the dreamrest memory foam mattress is okay . does what it says but nothing special . average quality .,The DreamRest Memory Foam Mattress is okay.,The DreamRest Memory Foam Mattress is okay. Does what it says but nothing special. Average quality.
3010,Bedroom Furniture,CloudPillow Set (2-pack),I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too.,5,2023-01-08,True,skeptical cloudpillow set 2 pack genuinely impressive fast delivery,i was skeptical at first but the cloudpillow set ( 2 - pack ) is genuinely impressive . fast delivery too .,I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive.,I was skeptical at first but the CloudPillow Set (2-pack) is genuinely impressive. Fast delivery too.
3011,Bathroom,FoamPure Electric Toothbrush,Best purchase I made this year. The FoamPure Electric Toothbrush works exactly as advertised. Very happy.,4,2024-08-19,True,good purchase year foampure electric toothbrush work exactly advertise happy,best purchase i made this year . the foampure electric toothbrush works exactly as advertised . very happy .,The FoamPure Electric Toothbrush works exactly as advertised.,Best purchase I made this year. The FoamPure Electric Toothbrush works exactly as advertised. Very happy.
3012,Bedroom Furniture,CloudPillow Set (2-pack),Solid quality and great value. The CloudPillow Set (2-pack) feels premium and performs even better.,5,2023-05-10,True,solid quality great value cloudpillow set 2 pack feel premium perform well,solid quality and great value . the cloudpillow set ( 2 - pack ) feels premium and performs even better .,The CloudPillow Set (2-pack) feels premium and performs even better.,Solid quality and great value. The CloudPillow Set (2-pack) feels premium and performs even better.
3013,Kitchen Appliances,TurboBlend Pro 5000,I wanted to love this but the TurboBlend Pro 5000 died in week one. Warranty claim was denied. !!!!!!,2,2024-05-02,False,want love turboblend pro 5000 die week warranty claim deny,i wanted to love this but the turboblend pro 5000 died in week one . warranty claim was denied . ! ! ! ! ! !,I wanted to love this but the TurboBlend Pro 5000 died in week one.,I wanted to love this but the TurboBlend Pro 5000 died in week one. Warranty claim was denied. !!!!!!
3014,Bathroom,AromaSpa Diffuser,"The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great. 5 stars!",5,2024-12-23,True,aromaspa diffuser easy clean quiet operation look great 5 star,"the aromaspa diffuser is easy to clean , quiet during operation , and looks great . 5 stars !","The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great.","The AromaSpa Diffuser is easy to clean, quiet during operation, and looks great. 5 stars!"
3015,Bedroom Furniture,DreamRest Memory Foam Mattress,Absolutely love my DreamRest Memory Foam Mattress! Works perfectly and arrived on time. Would buy again.,5,2024-09-09,True,absolutely love dreamr memory foam mattress work perfectly arrive time buy,absolutely love my dreamrest memory foam mattress ! works perfectly and arrived on time . would buy again .,Absolutely love my DreamRest Memory Foam Mattress!,Absolutely love my DreamRest Memory Foam Mattress! Works perfectly and arrived on time. Would buy again.
3016,Bedroom Furniture,NightOwl LED Bedside Lamp,DO NOT BUY. The NightOwl LED Bedside Lamp stopped working completely. Customer service was useless.,1,2023-05-05,True,buy nightowl lead bedside lamp stop work completely customer service useless,do not buy . the nightowl led bedside lamp stopped working completely . customer service was useless .,The NightOwl LED Bedside Lamp stopped working completely.,DO NOT BUY. The NightOwl LED Bedside Lamp stopped working completely. Customer service was useless.
3017,Bathroom,MirrorPro LED Vanity Mirror,"Five stars. The MirrorPro LED Vanity Mirror is well built, easy to set up, and my whole family loves it.",5,2023-02-21,True,star mirrorpro lead vanity mirror build easy set family love,"five stars . the mirrorpro led vanity mirror is well built , easy to set up , and my whole family loves it .","The MirrorPro LED Vanity Mirror is well built, easy to set up, and my whole family loves it.","Five stars. The MirrorPro LED Vanity Mirror is well built, easy to set up, and my whole family loves it."
3018,Bedroom Furniture,DreamRest Memory Foam Mattress,The DreamRest Memory Foam Mattress overheated and stopped working after 3 uses. Safety hazard. 1 star.,2,2024-07-02,False,dreamr memory foam mattress overheat stop work 3 us safety hazard 1 star,the dreamrest memory foam mattress overheated and stopped working after 3 uses . safety hazard . 1 star .,The DreamRest Memory Foam Mattress overheated and stopped working after 3 uses.,The DreamRest Memory Foam Mattress overheated and stopped working after 3 uses. Safety hazard. 1 star.
3019,Bedroom Furniture,NightOwl LED Bedside Lamp,"THE NIGHTOWL LED BEDSIDE LAMP LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS. AWFUL.",1,2024-12-04,True,nightowl lead bedside lamp leak smell like burn plastic manual useless awful,"the nightowl led bedside lamp leaks , smells like burnt plastic , and the manual is useless . awful .","THE NIGHTOWL LED BEDSIDE LAMP LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS.","THE NIGHTOWL LED BEDSIDE LAMP LEAKS, SMELLS LIKE BURNT PLASTIC, AND THE MANUAL IS USELESS. AWFUL."
3020,Living Room,GlowLight Floor Lamp,THE GLOWLIGHT FLOOR LAMP ITSELF IS FINE BUT THE PACKAGING WAS COMPLETELY DESTROYED ON ARRIVAL.,2,2023-08-09,True,glowlight floor lamp fine packaging completely destroy arrival,the glowlight floor lamp itself is fine but the packaging was completely destroyed on arrival .,THE GLOWLIGHT FLOOR LAMP ITSELF IS FINE,THE GLOWLIGHT FLOOR LAMP ITSELF IS FINE BUT THE PACKAGING WAS COMPLETELY DESTROYED ON ARRIVAL.
3021,Living Room,CozySofa L-Shape Sectional,"Five stars. The CozySofa L-Shape Sectional is well built, easy to set up, and my whole family loves it.",4,2024-04-08,False,star cozysofa l shape sectional build easy set family love,"five stars . the cozysofa l - shape sectional is well built , easy to set up , and my whole family loves it .","The CozySofa L-Shape Sectional is well built, easy to set up, and my whole family loves it.","Five stars. The CozySofa L-Shape Sectional is well built, easy to set up, and my whole family loves it."
3022,Bedroom Furniture,NightOwl LED Bedside Lamp,I wanted to love this but the NightOwl LED Bedside Lamp died in week one. Warranty claim was denied. !!!!!!,2,2023-02-27,True,want love nightowl lead bedside lamp die week warranty claim deny,i wanted to love this but the nightowl led bedside lamp died in week one . warranty claim was denied . ! ! ! ! ! !,I wanted to love this but the NightOwl LED Bedside Lamp died in week one.,I wanted to love this but the NightOwl LED Bedside Lamp died in week one. Warranty claim was denied. !!!!!!
3023,Kitchen Appliances,SliceMaster Food Processor,Absolutely love my SliceMaster Food Processor! Works perfectly and arrived on time. Would buy again.,4,2024-12-05,True,absolutely love slicemaster food processor work perfectly arrive time buy,absolutely love my slicemaster food processor ! works perfectly and arrived on time . would buy again .,Absolutely love my SliceMaster Food Processor!,Absolutely love my SliceMaster Food Processor! Works perfectly and arrived on time. Would buy again.
3024,Bathroom,MirrorPro LED Vanity Mirror,Great product. The MirrorPro LED Vanity Mirror exceeded my expectations in every way. Highly recommend!,5,2024-01-31,True,great product mirrorpro lead vanity mirror exceed expectation way highly recommend,great product . the mirrorpro led vanity mirror exceeded my expectations in every way . highly recommend !,The MirrorPro LED Vanity Mirror exceeded my expectations in every way.,Great product. The MirrorPro LED Vanity Mirror exceeded my expectations in every way. Highly recommend!
3025,Bathroom,AromaSpa Diffuser,My AromaSpa Diffuser arrived well packaged and started working immediately. No issues at all.,4,2024-02-14,True,aromaspa diffuser arrive package start work immediately issue,my aromaspa diffuser arrived well packaged and started working immediately . no issues at all .,My AromaSpa Diffuser arrived well packaged and started working immediately.,My AromaSpa Diffuser arrived well packaged and started working immediately. No issues at all.
3026,Bathroom,SoftTouch Luxury Towel Set,Mixed feelings about the SoftTouch Luxury Towel Set. Setup was easy but performance is mediocre. https://fakeurl.com/ref123,3,2024-01-18,True,mix feeling softtouch luxury towel set setup easy performance mediocre,mixed feelings about the softtouch luxury towel set . setup was easy but performance is mediocre .,Mixed feelings about the SoftTouch Luxury Towel Set.,Mixed feelings about the SoftTouch Luxury Towel Set. Setup was easy but performance is mediocre. https://fakeurl.com/ref123
